3.801000000000000227e+02,-1.657108850069999870e-04
3.801999999999999886e+02,7.987488581989999866e-04
3.803000000000000114e+02,5.995666400239999970e-04
3.803999999999999773e+02,4.580526570609999809e-04
3.805000000000000000e+02,-1.031579191290000032e-05
3.806000000000000227e+02,6.431192393909999363e-05
3.806999999999999886e+02,9.544168137150000350e-05
3.808000000000000114e+02,1.387566499149999887e-04
3.808999999999999773e+02,-1.371571759160000032e-04
3.810000000000000000e+02,3.132059663009999846e-04
3.811000000000000227e+02,4.986681719120000062e-04
3.811999999999999886e+02,1.822905628040000095e-04
3.813000000000000114e+02,2.800220863740000035e-05
3.813999999999999773e+02,3.127593599150000031e-04
3.815000000000000000e+02,3.555407828799999779e-04
3.816000000000000227e+02,9.688827932890000120e-05
3.816999999999999886e+02,-1.055851847690000020e-03
3.818000000000000114e+02,2.285278187000000082e-04
3.818999999999999773e+02,1.923102003860000095e-04
3.820000000000000000e+02,-8.292981275259999469e-05
3.821000000000000227e+02,1.042309588330000004e-04
3.821999999999999886e+02,-1.185021597459999954e-04
3.823000000000000114e+02,-6.792928123219999902e-04
3.823999999999999773e+02,-5.086870588310000389e-04
3.825000000000000000e+02,7.244808755530000042e-05
3.826000000000000227e+02,4.438498541290000158e-04
3.826999999999999886e+02,3.543578468650000236e-04
3.828000000000000114e+02,-1.866162288410000132e-05
3.828999999999999773e+02,-2.442165483279999834e-04
3.830000000000000000e+02,1.637756826080000077e-05
3.831000000000000227e+02,-1.162509961800000042e-03
3.831999999999999886e+02,-3.370077346930000077e-05
3.833000000000000114e+02,5.221433175430000104e-04
3.833999999999999773e+02,1.517424952180000047e-05
3.835000000000000000e+02,-9.497439240800000372e-05
3.836000000000000227e+02,-5.043499233110000299e-07
3.836999999999999886e+02,-8.360347690039999493e-04
3.838000000000000114e+02,3.983682658030000172e-04
3.838999999999999773e+02,1.329713581989999866e-04
3.840000000000000000e+02,-1.324378385150000079e-04
3.841000000000000227e+02,1.123514162109999934e-05
3.841999999999999886e+02,4.359030065380000037e-05
